NS3RAO,0,36,3,1
NS2RAO,0,0,0,0
NS5RAO,-260,24,9,1
NS6RAO,-89,11,9,1
NS7RAO,-497,9,0,2
SUPARI,0,693,11,1
RAHUL,-145,13,3,1
12345,-1718,0,0,0
11111,0,0,0,0
22222,-271,23,16,1
33333,-484,0,0,0
44444,-421,0,0,0
55555,-662,0,0,0
66666,-441,0,0,0
77777,-431,0,0,0
KOALA,-1124,0,0,0
88888,-692,0,0,0
67897,-281,0,0,0
CHIKU123,-238,0,0,0
99999,-280,0,0,0
QWERTY,0,0,0,0
